CNN,Street_Name,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
12833000,Union St,85,Battery St,Icehouse Aly,2019-09-08T09:44:59.000,Survey,Yes,Residential
7373000,Jackson St,82,Grant Ave,Saint Louis Aly,2019-10-05T09:30:16.000,Survey,Yes,Residential
9742000,Ofarrell St,83,Divisadero St,Broderick St,2019-10-13T09:36:43.000,Survey,Yes,Residential
3864000,Central Ave,52,Hayes St,Grove St,2019-09-28T09:22:16.000,Survey,Yes,Residential
11247000,Sacramento St,85,Larkin St,Polk St,2019-09-02T09:40:55.000,Survey,Yes,Collector
945000,19th St,83,Mississippi St,Texas St,2019-10-19T09:18:28.000,Survey,Yes,Residential
11209000,Rutland St,32,Arleta Ave,Raymond Ave,2019-09-01T09:40:36.000,Survey,Yes,Residential
3741000,Carroll Ave,85,Phelps St,Quint St,2019-10-12T09:22:06.000,Survey,Yes,Residential
390000,08th Ave,87,Geary Blvd,Anza St,2019-08-30T15:02:22.000,Survey,Yes,Residential
4720000,Desmond St,85,Leland Ave,Visitacion Ave,2019-09-01T09:23:48.000,Survey,Yes,Residential
3157000,Broadway,85,Powell St \ Robert C Levy Tunl,Mason St,2019-10-05T09:20:40.000,Survey,Yes,Residential
7819000,Key Ave,80,Jennings St,03rd St,2019-10-12T09:31:57.000,Survey,Yes,Residential
7315000,Irving St,100,37th Ave,38th Ave,2017-04-14T10:30:09.000,Treatment,Yes,Residential
1032000,20th St,85,Mississippi St,Texas St,2019-10-19T09:18:36.000,Survey,Yes,Residential
782000,17th St,64,Kansas St,Vermont St,2019-10-27T09:18:10.000,Survey,Yes,Residential
7307000,Irving St,95,30th Ave,31st Ave,2017-05-31T11:57:02.000,Survey,Yes,Collector
5118000,Egbert Ave,82,Newhall St,Phelps St,2019-10-12T09:24:33.000,Survey,Yes,Residential
6192000,Gilroy St,91,Ingerson Ave,Ignacio Ave,2019-10-20T09:26:58.000,Survey,Yes,Residential
2018000,46th Ave,60,Balboa St,Cabrillo St,2019-08-30T15:09:29.000,Survey,Yes,Residential
12226000,Stone St,85,Washington St,Jackson St,2019-10-05T09:42:58.000,Survey,Yes,Residential
1615000,29th Ave,100,Irving St,Judah St,2017-12-11T14:03:38.000,Treatment,Yes,Residential
7765000,Kearny St,26,Broadway,Dunnes Aly,2019-10-26T09:31:35.000,Survey,Yes,Residential
2838000,Beach St,77,Grant Ave \ The Embarcadero,Stockton St,2019-09-29T09:20:11.000,Survey,Yes,Collector
7732000,Kansas St,100,20th St,End,2020-01-29T15:27:24.000,Treatment,Yes,Residential
10993000,Rhode Island St,70,Alameda St,15th St,2019-10-19T09:40:16.000,Survey,Yes,Residential
147000,02nd St,100,Brannan St,Townsend St,2020-01-29T09:27:12.000,Treatment,Yes,Collector
3530000,California St,81,Montgomery St,Spring St,2019-09-02T09:21:33.000,Survey,Yes,Arterial
11547000,Sansome St,49,Sacramento St,Commercial St,2019-09-08T09:41:14.000,Survey,Yes,Arterial
11644000,Santos St,22,Velasco Ave,Geneva Ave,2019-09-01T09:41:27.000,Survey,Yes,Collector
503000,11th Ave,100,Kirkham St,Lawton St,2020-01-29T15:09:01.000,Treatment,Yes,Residential
9575000,Newhall St,33,Palou Ave,Quesada Ave,2019-10-20T09:36:20.000,Survey,Yes,Residential
8752202,Market St,92,Hayes St,09th St \ Larkin St,2019-08-30T15:38:20.000,Survey,Yes,Arterial
13641000,Willard St,42,Frederick St,Carl St,2019-10-20T09:46:52.000,Survey,Yes,Residential
13618000,Whitney Young Cir,84,Progress St,Newcomb Ave,2019-09-01T09:46:49.000,Survey,Yes,Residential
11698000,Scott St,79,Geary Blvd,Post St,2019-10-26T09:41:41.000,Survey,Yes,Residential
4299000,Columbus Ave,81,Greenwich St \ Scotland St,Mason St,2019-08-24T09:23:12.000,Survey,Yes,Arterial
13522000,Webster St,83,Waller St,Laussat St,2019-09-08T09:46:31.000,Survey,Yes,Arterial
13211000,Vermont St,100,16th St,17th St,2020-01-29T15:27:24.000,Treatment,Yes,Collector
6560002,Grove St,83,Banneker Way,Webster St,2019-09-28T09:29:36.000,Survey,Yes,Collector
12130000,Steiner St,81,Turk St,Eddy St,2019-10-13T09:42:32.000,Survey,Yes,Residential
5045000,Eastman St,83,Rockland St,Union St,2019-09-29T09:24:22.000,Survey,Yes,Residential
10284000,Parkridge Dr,60,Vista Ln,Crestline Dr,2019-08-30T15:41:30.000,Survey,Yes,Residential
13213000,Vermont St,100,Mariposa St,18th St,2020-01-29T10:23:14.000,Treatment,Yes,Residential
6582101,Guerrero St,94,20th St,Liberty St,2019-08-30T15:34:02.000,Survey,Yes,Arterial
12209000,Stockton St,85,Stark St,Broadway,2019-10-06T09:42:47.000,Survey,Yes,Arterial
6884000,Henry Adams St,100,Alameda St,15th St \ Kansas St,2020-01-29T10:46:32.000,Treatment,Yes,Residential
7644201,Judah St,43,09th Ave,10th Ave,2019-10-26T09:31:15.000,Survey,Yes,Arterial
4801201,Divisadero St,78,Oak St,Fell St,2019-10-13T09:23:55.000,Survey,Yes,Arterial
12516000,Teresita Blvd,100,Los Palmos Dr,Stillings Ave,2016-06-07T15:41:00.000,Treatment,Yes,Arterial
7730000,Kansas St,100,18th St,19th St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
11936000,Silver Ave,86,Revere Ave,Quesada Ave,2019-10-19T09:42:07.000,Survey,Yes,Arterial
2667000,Balboa St,85,22nd Ave,23rd Ave,2019-08-30T15:11:20.000,Survey,Yes,Collector
4085000,Clay St,82,Leidesdorff St,Montgomery St,2019-09-08T09:22:40.000,Survey,Yes,Arterial
10394000,Phelps St,54,03rd St,Davidson Ave,2019-09-28T09:38:21.000,Survey,Yes,Collector
23679000,18th St: Connecticut St Intersection,100,CONNECTICUT ST,Intersection,2020-01-29T15:19:06.000,Treatment,No,
5010000,Duncan St,7,Diamond Heights Blvd,Amber Dr,2019-08-30T15:29:40.000,Survey,Yes,Residential
8031000,Lake St,88,22nd Ave,23rd Ave,2019-08-30T15:36:52.000,Survey,Yes,Residential
12158002,Steuart St,84,Don Chee Way,Mission St,2019-08-25T09:15:06.000,Survey,Yes,Collector
23767000,18th St: Vermont St Intersection,100,VERMONT ST,Intersection,2020-01-29T10:46:32.000,Treatment,No,
4086000,Clay St,56,Montgomery St,Kearny St,2019-10-05T09:22:40.000,Survey,Yes,Arterial
13487000,Wawona St,100,34th Ave \ Crestlake Dr,35th Ave,2018-08-20T15:36:47.000,Survey,Yes,Residential
12369000,Talbert Ct,85,End,Talbert St \ Visitacion Ave,2019-09-01T09:43:25.000,Survey,Yes,Residential
10943000,Raymond Ave,84,Alpha St,Rutland St,2019-09-01T09:40:05.000,Survey,Yes,Residential
2133000,Alameda St,100,Henry Adams St,Vermont St,2020-01-29T10:23:14.000,Treatment,Yes,Residential
9706000,Jerrold Ave,86,Earl St,Dormitory Rd \ Northridge Rd,2019-09-01T09:36:30.000,Survey,Yes,Residential
7648201,Judah St,83,Funston Ave,14th Ave,2019-10-26T09:31:17.000,Survey,Yes,Arterial
12459000,Taylor St,83,Lombard St,Chestnut St \ Columbus Ave,2019-08-25T09:43:47.000,Survey,Yes,Residential
10031000,Ortega St,100,42nd Ave,43rd Ave,2018-12-31T08:32:44.000,Treatment,Yes,Residential
472000,10th Ave,100,Judah St,Kirkham St,2020-01-29T15:09:01.000,Treatment,Yes,Residential
13331000,Visitacion Ave,29,Sawyer St,Hahn St,2019-08-31T09:45:57.000,Survey,Yes,Collector
6841000,Hazelwood Ave,95,Monterey Blvd,Joost Ave,2016-06-07T07:45:11.000,Treatment,Yes,Residential
104001,01st St,72,Mission St,End,2019-08-30T15:00:19.000,Survey,Yes,Arterial
7728000,Kansas St,100,17th St,Mariposa St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
1040000,20th St,100,Rhode Island St,Kansas St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
3797000,Castro St,74,22nd St,Alvarado St,2019-08-30T15:14:44.000,Survey,Yes,Arterial
6403000,Grant Ave,52,Vallejo St,Green St,2019-10-05T09:27:42.000,Survey,Yes,Residential
1545000,27th Ave,91,California St,Clement St,2019-08-30T15:07:28.000,Survey,Yes,Residential
7643000,Judah St,31,08th Ave,09th Ave,2019-10-26T09:31:14.000,Survey,Yes,Arterial
857000,18th St,100,Connecticut St,Arkansas St,2020-01-29T15:19:06.000,Treatment,Yes,Residential
7731000,Kansas St,100,19th St,20th St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
4344000,Connecticut St,100,16th St,17th St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
23748000,18th St: Carolina St Intersection,100,CAROLINA ST,Intersection,2020-01-29T15:19:06.000,Treatment,No,
6187000,Gilman Ave,32,Giants Dr,Griffith St,2019-08-31T09:26:55.000,Survey,Yes,Arterial
7588000,Jones St,84,Vallejo St,Green St,2019-08-25T09:31:06.000,Survey,Yes,Residential
10135000,Pacific Ave,77,Mason St,Auburn St,2019-09-29T09:37:25.000,Survey,Yes,Residential
8029000,Lake St,83,20th Ave,21st Ave,2019-08-30T15:36:51.000,Survey,Yes,Residential
11385000,San Bruno Ave,85,Mansell St \ Salinas Ave,Ordway St,2019-09-01T09:41:03.000,Survey,Yes,Residential
13189000,Velasco Ave,33,Schwerin St,Acacia St \ Kelloch Ave,2019-09-01T09:45:39.000,Survey,Yes,Residential
465000,10th Ave,95,Geary Blvd,Anza St,2019-08-30T15:02:55.000,Survey,Yes,Residential
10175000,Page St,85,Fillmore St,Steiner St,2019-09-08T09:37:39.000,Survey,Yes,Residential
3630000,Cameo Way,94,Amber Dr,Coralino Ln,2019-08-30T15:14:22.000,Survey,Yes,Residential
1041000,20th St,100,Kansas St,Vermont St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
4288000,Columbus Ave,85,Jackson St,Kearny St,2019-08-24T09:23:06.000,Survey,Yes,Arterial
856000,18th St,100,Missouri St,Connecticut St,2020-01-29T15:19:06.000,Treatment,Yes,Residential
7755000,Kearny St,82,California St,Sacramento St,2019-09-08T09:31:29.000,Survey,Yes,Arterial
6277000,Golden Gate Ave,71,Broderick St,Baker St,2019-08-25T09:27:14.000,Survey,Yes,Arterial
7250000,Ingerson Ave,75,Redondo St,Ingalls St,2019-10-12T09:29:57.000,Survey,Yes,Residential
5754000,Francisco St,82,Montgomery St,Kearny St,2019-09-08T09:25:28.000,Survey,Yes,Residential
6932000,Himmelmann Pl,78,Broadway,Pacific Ave,2019-10-05T09:29:08.000,Survey,Yes,Residential
9225000,Mojave St,70,Bradford St,Peralta Ave,2018-12-07T08:30:56.000,Treatment,Yes,Residential
23764000,19th St: Vermont St Intersection,100,VERMONT ST,Intersection,2020-01-29T10:46:32.000,Treatment,No,
866000,18th St,83,Potrero Ave,Hampshire St,2019-10-27T09:18:24.000,Survey,Yes,Residential
8922000,Mckinnon Ave,85,Lane St,Mendell St,2019-09-01T09:35:10.000,Survey,Yes,Residential
2514000,Ashbury St,63,Waller St,Frederick St,2019-10-26T09:19:33.000,Survey,Yes,Residential
5801000,Franklin St,85,Linden St,Hayes St,2019-08-24T09:25:41.000,Survey,Yes,Arterial
9761000,Oak St,73,Divisadero St,Broderick St,2019-09-08T09:36:48.000,Survey,Yes,Arterial
6396000,Grant Ave,62,Washington St,Jackson St,2019-10-06T09:27:38.000,Survey,Yes,Residential
12501000,Teresita Blvd,100,Evelyn Way,Marietta Dr,2016-06-07T13:32:26.000,Treatment,Yes,Arterial
865000,18th St,17,Utah St,Potrero Ave,2019-10-20T09:18:23.000,Survey,Yes,Residential
2372000,Apollo St,83,Thornton Ave,Williams Ave,2019-10-12T09:19:18.000,Survey,Yes,Residential
13081000,Vallejo St,85,Front St,Battery St,2019-09-08T09:45:21.000,Survey,Yes,Residential
504000,11th Ave,100,Lawton St,Moraga St,2020-01-29T15:09:01.000,Treatment,Yes,Residential
4348000,Connecticut St,100,19th St,20th St,2020-01-29T15:27:24.000,Treatment,Yes,Residential
23772000,Kansas St: Mariposa St Intersection,100,MARIPOSA ST,Intersection,2020-01-29T15:27:24.000,Treatment,No,
6413000,Grant Ave,36,Lombard St,Whiting St,2019-10-05T09:27:47.000,Survey,Yes,Residential
8147000,Larkin St,85,Broadway \ Robert C Levy Tunl,Vallejo St,2019-08-25T09:32:49.000,Survey,Yes,Residential
6078201,Geary Blvd,42,21st Ave,22nd Ave,2019-08-30T15:32:34.000,Survey,Yes,Arterial
8756101,Market St,78,12th St \ Page St,Franklin St,2019-08-30T15:38:25.000,Survey,Yes,Arterial
4700000,Delta St,83,Hamilton St,Harkness Ave,2019-09-01T09:23:44.000,Survey,Yes,Residential
13361000,Waller St,100,Webster St,Fillmore St,2018-08-20T14:06:05.000,Treatment,Yes,Residential
13082000,Vallejo St,89,Battery St,Cowell Pl,2019-09-08T09:45:21.000,Survey,Yes,Residential
8120000,Larkin St,84,Hayes St,Grove St,2019-08-30T15:37:02.000,Survey,Yes,Arterial
12043000,Sparta St,44,Ankeny St \ Ward St,Harkness Ave,2019-10-20T09:42:11.000,Survey,Yes,Residential
23863000,15th St: Vermont St Intersection,100,VERMONT ST,Intersection,2020-01-29T15:19:35.000,Treatment,No,
6901000,Hickory St,100,Octavia St,End,2018-08-27T12:51:17.000,Survey,Yes,Residential
7429000,Jamestown Ave,83,Coronado St,Hawes St,2019-08-31T09:30:30.000,Survey,Yes,Collector
716000,16th St,78,Hampshire St,Bryant St,2019-09-28T09:18:04.000,Survey,Yes,Arterial
10143000,Pacific Ave,55,Burgoyne St,Hyde St,2019-09-29T09:37:32.000,Survey,Yes,Residential
830000,18th Ave,92,Geary Blvd,Anza St,2019-08-30T15:04:47.000,Survey,Yes,Residential
12211000,Stockton St,71,Vallejo St,Card Aly,2019-09-29T09:42:49.000,Survey,Yes,Arterial
9611000,Noe St,86,Beaver St,16th St \ Market St,2019-08-30T15:40:42.000,Survey,Yes,Residential
13214000,Vermont St,100,18th St,19th St,2020-01-29T10:23:14.000,Treatment,Yes,Residential
11086000,Rivoli St,72,Belvedere St,Cole St,2019-10-26T09:40:25.000,Survey,Yes,Residential
2204000,Alma St,62,Cole St,Shrader St,2019-10-26T09:19:11.000,Survey,Yes,Residential
10974000,Revere Ave,25,Hawes St,Ingalls St,2019-08-31T09:40:12.000,Survey,Yes,Residential
6443000,Green St,85,End,Montgomery St,2019-10-05T09:27:55.000,Survey,Yes,Residential
8962000,Mendell St,84,Kirkwood Ave,La Salle Ave,2019-09-01T09:35:18.000,Survey,Yes,Residential
1867000,39th Ave,91,Balboa St,Cabrillo St,2019-08-30T15:08:57.000,Survey,Yes,Residential
8259000,Leavenworth St,74,Waldo Aly,Glover St,2019-08-25T09:33:05.000,Survey,Yes,Residential
5813000,Franklin St,87,Willow St,Ellis St,2019-08-24T09:25:51.000,Survey,Yes,Arterial
23800000,02nd St: Townsend St Intersection,100,TOWNSEND ST,Intersection,2020-01-29T09:27:12.000,Treatment,No,
9799000,Oakdale Ave,65,Patterson St,Bay Shore Blvd,2019-09-28T09:37:04.000,Survey,Yes,Arterial
284000,05th Ave,76,Lincoln Way,Hugo St,2019-10-13T09:17:35.000,Survey,Yes,Residential
13652000,Williams Ave,83,Lucy St,Ceres St,2019-10-12T09:46:55.000,Survey,Yes,Collector
27126000,11th Ave: Moraga St Intersection,100,MORAGA ST,Intersection,2020-01-29T15:09:01.000,Treatment,No,
4642001,De Haro St,81,Littlefield Ter,Fontinella Ter,2019-10-20T09:22:30.000,Survey,Yes,Residential
1418000,25th St,85,Rhode Island St,Kansas St,2019-10-27T09:19:00.000,Survey,Yes,Residential
9061000,Minnesota St,18,End,26th St,2019-10-27T09:16:37.000,Survey,Yes,Residential
13215000,Vermont St,100,19th St,20th St,2020-01-29T10:23:14.000,Treatment,Yes,Residential
7760000,Kearny St,75,Washington St,Jackson St,2019-09-08T09:31:32.000,Survey,Yes,Arterial
23670000,19th St: Connecticut St Intersection,100,CONNECTICUT ST,Intersection,2020-01-29T15:27:24.000,Treatment,No,
6502000,Greenwich St,83,Roach St,Jones St,2019-08-24T09:28:16.000,Survey,Yes,Residential
7320000,Irving St,100,42nd Ave,43rd Ave,2017-04-14T10:32:03.000,Treatment,Yes,Residential
9563000,Newhall St,53,Mendell St,Evans Ave,2019-09-01T09:36:13.000,Survey,Yes,Residential
11317000,Salinas Ave,42,Keith St,Carr St,2019-08-31T09:40:58.000,Survey,Yes,Residential
775000,17th St,81,Missouri St,Connecticut St,2019-10-27T09:18:06.000,Survey,Yes,Residential
13138000,Van Dyke Ave,61,Hawes St,Ingalls St,2019-11-02T09:45:36.000,Survey,Yes,Residential
2061000,48th Ave,93,Geary Blvd,Anza St,2019-08-30T15:09:36.000,Survey,Yes,Residential
3156000,Broadway,100,Turk Murphy Ln,Powell St \ Robert C Levy Tunl,2018-05-31T12:02:59.000,Treatment,Yes,Arterial
10406000,Phelps St,84,Oakdale Ave,Palou Ave,2019-08-31T09:38:28.000,Survey,Yes,Residential
10455000,Pine St,86,Battery St,Sansome St,2019-09-08T09:38:43.000,Survey,Yes,Arterial
8762102,Market St,58,Dolores St,14th St,2019-08-30T15:38:32.000,Survey,Yes,Arterial
7788000,Keith St,82,Underwood Ave,Van Dyke Ave,2019-10-19T09:31:52.000,Survey,Yes,Residential
8731000,Mariposa St,69,Hampshire St,York St,2019-10-27T09:34:16.000,Survey,Yes,Residential
7726000,Kansas St,79,15th St \ Henry Adams St,16th St,2019-10-19T09:31:20.000,Survey,Yes,Residential
9876101,Octavia St,79,Haight St,Rose St,2019-08-24T09:37:05.000,Survey,Yes,Residential
11188000,Russia Ave,100,Mission St,London St,2018-08-13T15:16:08.000,Treatment,Yes,Residential
6633000,Halleck St,81,Sansome St,Leidesdorff St,2019-09-08T09:28:44.000,Survey,Yes,Residential
2759000,Battery St,88,Merchant St,Washington St,2019-09-08T09:19:53.000,Survey,Yes,Arterial
7640000,Judah St,83,05th Ave \ Parnassus Ave,06th Ave,2019-10-26T09:31:12.000,Survey,Yes,Arterial
10226000,Palou Ave,14,Dunshee St,Quint St \ Silver Ave,2019-08-31T09:37:54.000,Survey,Yes,Arterial
10405000,Phelps St,76,Newcomb Ave,Oakdale Ave,2019-08-31T09:38:28.000,Survey,Yes,Residential
13208000,Vermont St,100,Division St,Alameda St,2020-01-29T15:27:24.000,Treatment,Yes,Collector
14010000,Orsi Cir,85,Issleib Ave,Kalmanovitz St,2019-10-12T09:15:57.000,Survey,Yes,Residential
5894000,Fulton St,39,Lyon St,Central Ave,2019-09-28T09:26:19.000,Survey,Yes,Arterial
607000,15th Ave,95,Clement St,Tacoma St,2019-08-30T15:03:53.000,Survey,Yes,Residential
5535000,Fillmore St,51,Page St,Oak St,2019-09-08T09:25:15.000,Survey,Yes,Collector
185201,03rd St,73,Mission Rock St,China Basin St,2019-08-30T14:58:08.000,Survey,Yes,Arterial
23757000,20th St: Vermont St Intersection,100,VERMONT ST,Intersection,2020-01-29T10:46:32.000,Treatment,No,
6150102,Geneva Ave,84,Parque Dr,Cielito Dr,2019-10-12T09:26:46.000,Survey,Yes,Arterial
859000,18th St,100,Carolina St,De Haro St,2020-01-29T15:19:06.000,Treatment,Yes,Residential
7128000,Hyde St,60,Troy Aly,Clay St,2019-08-25T09:29:30.000,Survey,Yes,Collector
774000,17th St,85,Texas St,Missouri St,2019-10-27T09:18:06.000,Survey,Yes,Residential
8596000,Madera St,84,Arkansas St,Wisconsin St,2019-10-19T09:34:00.000,Survey,Yes,Residential
6833000,Hayes St,85,Cole St,Shrader St,2019-09-28T09:29:02.000,Survey,Yes,Collector
24535000,02nd St: Clementina St Intersection,100,CLEMENTINA ST,Intersection,2019-01-18T11:10:02.000,Treatment,No,
4192000,Clement St,79,43rd Ave \ Veterans Dr,44th Ave,2019-08-30T15:16:30.000,Survey,Yes,Residential
12742000,Turk Blvd,50,Annapolis Ter,Tamalpais Ter,2019-08-30T15:44:46.000,Survey,Yes,Arterial
12116000,Steiner St,88,Duboce Ave,Hermann St,2019-08-30T15:43:46.000,Survey,Yes,Residential
8486000,Loomis St,85,Waterloo St,Boutwell St \ Industrial St,2019-09-28T09:33:51.000,Survey,Yes,Residential
12832000,Union St,82,Front St,Battery St,2019-09-08T09:44:58.000,Survey,Yes,Residential
166000,03rd St,82,Mission St,Minna St,2019-08-30T15:00:53.000,Survey,Yes,Arterial
7927000,La Salle Ave,55,Whitfield Ct,Osceola Ln,2019-09-01T09:32:04.000,Survey,Yes,Collector
3430000,Bush St,84,Mark Ln,Grant Ave,2019-09-02T09:21:18.000,Survey,Yes,Arterial
7749000,Kearny St,77,Post St,Ver Mehr Pl,2019-09-08T09:31:26.000,Survey,Yes,Arterial
13243000,Vicente St,100,17th Ave,18th Ave,2016-12-13T15:26:16.000,Treatment,Yes,Collector
7480000,Jennings St,53,Wallace Ave,Yosemite Ave,2019-10-12T09:30:43.000,Survey,Yes,Residential
9511000,Natoma St,87,Mary St,06th St,2019-08-30T15:40:29.000,Survey,Yes,Residential
2871000,Beatrice Ln,83,Lillian St,End,2019-09-01T09:20:15.000,Survey,Yes,Residential
7931202,La Salle Ave,85,Lindsay Cir,Cashmere St,2019-09-28T09:32:10.000,Survey,Yes,Collector
2086000,Acorn Aly,37,Leavenworth St,End,2019-10-26T09:19:05.000,Survey,Yes,Residential
13520000,Webster St,65,Hermann St,Germania St,2019-09-08T09:46:30.000,Survey,Yes,Arterial
26943000,California St: Spruce St Intersection,100,SPRUCE ST,Intersection,2019-01-18T09:29:52.000,Treatment,No,
3568000,California St,100,Laurel St,Locust St,2019-01-18T09:29:51.000,Treatment,Yes,Arterial
3570000,California St,100,Spruce St,Parker Ave,2019-01-18T09:19:17.000,Treatment,Yes,Arterial
7498000,Jerrold Ave,21,Phelps St,Quint St,2019-09-28T09:30:51.000,Survey,Yes,Collector
3569000,California St,100,Locust St,Spruce St,2019-01-18T09:29:52.000,Treatment,Yes,Arterial
8561000,Lyon St,62,Golden Gate Ave,Arbol Ln \ Turk Blvd,2019-10-20T09:33:57.000,Survey,Yes,Residential
26948000,California St: Maple St Intersection,100,MAPLE ST,Intersection,2019-01-18T09:19:17.000,Treatment,No,
3572000,California St,100,Maple St,Commonwealth Ave,2019-01-18T09:19:17.000,Treatment,Yes,Arterial
1508000,26th St,100,Kansas St,Vermont St,2018-07-05T13:18:50.000,Treatment,Yes,Residential
8345202,Lincoln Way,87,07th Ave,08th Ave,2019-10-13T09:33:27.000,Survey,Yes,Arterial
8425000,Locust St,100,Sacramento St,California St,2019-01-18T09:30:37.000,Treatment,Yes,Residential
3708000,Carolina St,60,17th St,Mariposa St,2019-10-27T09:21:56.000,Survey,Yes,Residential
12017201,South Van Ness Ave,57,12th St,Plum St,2019-08-30T15:43:31.000,Survey,Yes,Arterial
3956000,Chestnut St,38,Stockton St,Powell St,2019-10-26T09:22:33.000,Survey,Yes,Residential
7566000,Jones St,70,Eddy St,Ellis St,2019-08-30T15:36:08.000,Survey,Yes,Collector
3571000,California St,100,Parker Ave,Maple St,2019-01-18T09:19:17.000,Treatment,Yes,Arterial
